count,co2_level,ldr_value,temp,humidity,fan_speed,light_intensity
15,2093,454,33.2,57.7,2,3
13,2144,9,47.6,58.7,3,4
10,1529,15,41.5,55.5,2,3
20,3000,441,24.8,62.4,2,3
13,1988,428,41.4,47.2,2,3
5,1292,52,39.2,74.8,2,3
3,1041,280,45.3,60.3,2,2
2,959,59,37.4,64.3,1,2
11,1706,732,34.9,62.7,2,2
7,1508,0,23.4,83.0,2,3
3,699,62,20.3,74.7,1,2
2,863,130,31.9,57.9,1,2
5,851,376,38.5,83.0,2,2
15,2479,133,20.1,81.9,3,4
1,647,391,41.2,51.6,1,1
3,1012,585,13.3,65.1,1,1
10,1348,148,20.6,73.4,1,3
0,385,93,33.7,54.4,0,0
10,1679,641,24.9,59.5,1,2
13,1851,136,50.9,73.5,3,3
9,1655,120,30.5,71.1,2,3
3,923,39,23.9,69.8,1,3
5,1055,821,31.0,71.9,2,0
8,1467,495,31.5,59.3,2,2
8,1380,420,43.0,62.3,2,2
8,1313,517,43.8,61.7,2,2
2,423,1000,43.2,80.0,2,0
2,263,48,41.0,60.6,2,2
13,2281,565,38.6,62.5,3,2
14,2172,905,29.6,63.1,2,1
15,2476,151,31.9,71.0,2,4
13,2061,574,26.4,73.0,2,2
3,796,565,39.5,65.1,2,1
14,2197,184,39.4,59.0,2,3
1,343,983,16.9,62.9,0,0
19,2931,900,31.0,62.5,3,2
12,1809,867,32.1,74.0,3,1
15,2158,684,32.3,55.5,2,2
6,831,776,35.5,68.6,2,1
13,1864,478,43.7,67.6,4,2
2,749,612,39.7,70.6,2,1
4,1000,317,24.1,62.0,1,2
15,2443,294,23.5,68.3,2,3
2,472,966,29.2,55.1,1,0
20,2966,471,30.5,74.5,3,3
4,1150,458,53.0,58.9,3,1
0,200,23,43.1,55.5,0,0
15,2343,539,25.5,67.9,2,2
20,3000,802,40.3,62.6,3,2
4,829,330,39.9,72.6,2,2
1,524,370,31.5,57.1,1,1
12,2082,808,27.5,60.6,2,1
15,2323,3,43.0,69.9,3,4
1,296,465,30.8,44.8,1,1
12,1992,55,19.0,62.5,1,3
12,1688,507,32.0,75.7,3,2
10,1785,917,18.3,68.8,1,1
0,262,141,31.3,46.0,0,0
12,2009,323,30.2,76.8,3,3
19,2638,761,39.0,76.3,4,2
3,597,393,31.6,57.8,1,1
7,1589,102,32.2,64.4,2,3
0,388,48,22.1,71.5,0,0
4,1080,449,20.6,50.1,0,1
0,406,809,14.4,75.1,0,0
19,3000,438,22.7,55.4,2,3
16,2800,540,16.8,45.7,1,3
7,1305,416,33.9,68.1,2,2
11,1830,0,24.2,44.4,1,3
9,2056,545,36.2,49.2,2,2
2,585,777,41.7,64.1,2,0
2,648,509,17.2,57.9,0,1
6,1111,699,41.6,49.8,2,1
8,1534,230,46.5,51.1,2,3
5,1038,445,30.4,61.2,2,2
5,1047,849,23.9,64.7,1,0
16,2216,378,17.0,65.0,2,3
14,2296,746,35.3,63.3,2,2
2,540,131,25.7,63.5,1,2
12,2147,521,35.3,51.8,2,2
13,2302,40,31.0,63.3,2,4
3,858,22,48.1,64.3,2,2
8,1369,727,25.2,50.9,1,1
5,1150,888,37.8,64.4,2,0
9,1378,928,33.0,71.2,3,1
0,349,301,36.7,50.7,0,0
15,2628,839,19.8,52.2,2,2
14,2158,530,17.7,59.6,2,2
4,804,530,36.5,53.4,1,1
12,1813,699,19.9,83.0,2,2
4,881,507,34.7,57.8,2,1
10,1769,103,34.6,76.0,3,3
7,1271,711,29.4,69.9,2,1
10,1522,91,13.0,58.9,1,3
5,1083,370,31.0,51.7,1,2
1,479,54,29.6,43.2,1,2
18,2887,495,43.1,81.0,4,3
14,2029,322,18.3,61.5,1,3
3,426,842,23.0,67.7,1,0
7,1323,377,40.5,63.5,2,2
18,2567,1000,27.1,52.9,2,2
7,1407,450,35.8,66.7,2,2
9,1475,807,45.8,71.2,3,1
3,605,94,34.5,49.5,1,2
11,1987,1000,31.1,75.3,3,1
5,1027,451,20.6,44.2,1,1
4,1196,785,37.0,58.4,2,1
4,1036,327,26.2,55.7,1,2
17,2657,125,33.8,73.1,3,4
13,2336,887,39.5,65.4,3,2
16,2519,205,39.7,72.2,3,4
7,1261,522,49.1,63.1,2,2
7,1606,743,38.7,78.3,3,1
7,1336,81,33.4,61.7,2,3
20,2917,901,27.2,48.0,2,2
6,1101,87,30.3,67.7,2,2
1,359,52,25.5,67.5,1,2
16,2509,203,20.4,52.0,2,4
3,703,873,32.8,58.8,1,0
18,2642,781,40.8,55.3,3,2
0,486,382,47.2,68.7,0,0
20,3000,78,18.6,70.6,2,4
7,1359,516,19.5,64.7,1,2
18,2635,860,13.4,80.7,2,2
18,2897,95,31.5,82.1,4,4
10,1648,0,48.4,58.0,3,3
11,1981,94,21.7,68.7,2,3
19,2911,893,16.6,53.5,2,2
3,509,525,25.4,51.1,1,1
10,1735,49,49.5,60.5,3,3
1,495,64,27.6,58.5,0,2
9,1460,60,37.0,50.7,2,3
12,2058,844,37.3,74.6,3,2
6,875,860,19.9,61.0,1,1
10,1821,82,28.9,80.1,2,3
15,2117,890,41.8,80.2,3,2
6,1361,135,25.1,80.8,2,2
6,1232,802,43.6,49.9,2,1
9,1348,358,40.3,63.8,2,2
10,1566,109,42.4,56.3,2,3
4,1025,370,34.0,63.5,2,2
11,1844,292,30.5,57.8,2,3
13,2219,9,44.8,53.7,3,4
12,1912,447,21.2,62.4,2,2
11,2060,906,22.4,56.4,2,1
0,443,309,37.7,83.0,0,0
11,1586,104,26.3,67.7,2,3
3,889,895,30.4,50.5,1,0
3,895,123,32.2,57.8,1,2
8,1444,49,33.0,65.6,2,3
2,702,544,51.6,69.3,2,1
5,962,429,43.5,57.6,2,2
16,2587,942,31.1,51.6,2,2
2,537,105,20.8,47.6,0,2
0,365,113,13.0,56.2,0,0
14,2265,137,38.2,54.6,2,3
9,1525,88,49.1,68.3,3,3
4,1101,345,32.6,69.6,2,2
12,2066,442,20.5,55.8,1,2
17,2845,463,51.0,71.0,4,3
18,2609,424,38.9,73.6,3,3
13,2165,566,40.6,48.6,2,2
7,1275,941,36.8,68.8,2,1
20,2742,75,28.8,50.6,2,4
2,562,399,31.5,74.1,1,1
5,928,848,31.2,74.2,2,0
14,2014,454,43.4,67.3,3,3
15,2617,805,15.7,43.0,1,2
8,1618,513,26.7,73.5,2,2
17,2677,87,37.2,81.3,3,4
5,1264,36,26.5,49.4,1,3
4,885,446,38.2,83.0,2,1
11,1719,86,41.2,59.7,2,3
17,2721,845,35.9,60.7,3,2
14,2365,739,35.9,75.3,3,2
2,468,892,39.9,65.5,2,0
17,2781,87,35.1,60.7,3,4
5,1135,85,13.0,51.7,0,2
10,1510,619,28.1,83.0,2,2
11,1869,842,31.5,74.5,3,1
6,1309,1000,32.2,48.9,1,0
16,2517,904,23.9,65.8,2,2
20,3000,950,45.0,60.3,3,2
5,1073,81,34.6,66.9,2,3
1,434,959,24.1,69.0,1,0
9,1642,82,44.1,58.6,2,3
0,284,819,38.0,57.8,0,0
11,1760,51,38.8,62.9,2,4
9,1407,375,40.6,63.3,2,2
12,1495,893,20.0,68.7,2,1
18,2921,676,34.9,65.9,3,3
0,299,290,47.8,60.4,0,0
19,3000,822,28.8,76.5,3,2
14,2170,770,44.6,52.0,3,2
18,2669,304,32.1,65.7,3,3
4,672,420,28.7,70.5,1,1
13,2350,804,31.0,61.0,2,2
0,535,535,20.0,60.7,0,0
4,754,743,24.4,73.4,1,1
18,2782,594,29.6,74.8,3,3
8,1340,732,37.8,59.5,2,1
11,1613,97,35.4,61.8,2,3
16,2339,411,30.7,64.2,3,3
8,1671,314,33.6,76.4,2,2
14,2279,807,30.4,76.2,3,2
1,535,798,40.8,75.2,2,0
3,691,473,35.9,49.0,1,1
13,2026,592,24.9,69.3,2,2
11,2052,359,32.1,53.8,2,3
15,2104,392,29.4,69.0,2,3
7,1313,129,39.7,43.0,2,2
17,2517,563,48.9,53.9,3,3
11,1809,190,28.3,72.6,2,3
2,490,497,28.1,65.8,1,1
10,1666,249,28.5,55.4,2,3
4,990,366,43.7,44.1,2,2
16,2432,299,13.0,83.0,2,3
15,2367,761,33.2,65.3,3,2
19,2981,330,24.3,60.4,2,4
13,1865,358,40.5,76.2,3,3
0,342,653,23.7,67.3,0,0
8,1199,763,39.7,61.7,2,1
3,853,800,34.3,53.7,2,1
20,3000,903,17.9,74.5,2,2
11,1909,819,36.9,53.9,2,1
9,1376,91,46.7,46.9,2,3
11,1979,40,14.8,52.4,1,3
8,1498,406,36.0,58.4,2,2
12,2225,884,17.8,58.3,1,1
10,1793,79,32.8,65.5,2,3
7,1357,10,41.7,70.1,2,3
3,492,738,48.7,71.4,2,0
5,904,315,27.8,54.7,1,2
16,2461,121,32.4,63.2,2,4
1,707,439,52.1,47.7,2,1
8,1333,0,38.5,48.0,2,3
20,2951,527,28.8,58.8,3,3
15,1966,662,26.9,71.4,2,2
11,2086,348,31.0,66.2,2,3
20,3000,475,41.0,76.3,4,3
11,1792,352,43.2,61.2,2,3
18,2921,965,50.9,60.1,4,2
1,637,837,20.0,76.1,1,0
15,2182,603,35.2,68.8,2,2
1,838,281,35.9,75.3,2,2
13,2084,937,48.6,66.5,3,1
12,1850,58,25.8,74.6,2,3
10,2000,689,36.1,65.1,2,2
19,3000,917,29.2,75.4,3,2
1,403,37,42.0,71.8,2,2
12,1927,490,43.2,43.0,2,2
3,935,784,28.9,73.2,2,1
1,335,115,37.4,60.9,2,2
4,529,414,39.2,65.3,2,1
15,2158,93,50.8,68.9,4,3
15,2040,82,30.6,73.5,2,3
15,2366,916,19.6,59.9,2,1
2,664,913,25.3,53.8,0,0
5,980,418,31.3,73.2,2,2
6,1326,63,25.1,65.5,1,2
13,1974,573,37.3,66.9,3,2
4,867,261,29.1,66.8,1,2
6,1304,252,53.0,57.3,3,2
20,3000,379,29.3,63.4,3,4
17,2544,840,28.4,52.3,2,2
9,1682,67,36.7,56.3,2,3
15,2490,1000,35.4,54.7,2,1
18,2554,952,30.9,43.7,2,2
11,2007,137,31.0,71.3,2,3
7,1315,933,40.0,66.8,2,1
18,2477,547,53.0,79.2,4,3
7,1036,383,34.1,71.2,2,2
16,2382,64,23.7,65.1,2,4
0,647,371,30.3,58.8,0,0
9,1709,809,29.8,53.5,1,1
6,1148,885,51.2,65.6,3,1
14,2255,755,40.8,59.1,3,2
9,1527,765,36.5,66.7,3,1
9,1429,374,28.2,78.7,2,2
1,524,100,46.3,43.0,1,2
5,898,694,30.3,65.8,2,1
15,2096,133,38.2,62.3,2,4
2,775,57,36.9,70.1,2,2
12,1979,431,34.6,60.3,2,2
0,392,317,20.1,63.3,0,0
3,810,794,43.2,61.9,2,0
19,2880,430,27.5,74.8,3,3
12,1838,544,29.1,71.8,2,2
9,1556,564,31.0,74.3,2,2
12,2132,395,25.9,70.2,2,3
1,528,961,15.7,59.7,0,0
2,855,507,33.6,46.2,1,1
2,619,945,27.9,71.5,1,0
20,3000,750,17.9,65.0,2,3
4,776,294,41.1,57.3,2,2
8,1555,829,20.1,67.7,1,1
0,251,945,20.6,49.4,0,0
20,3000,75,14.8,83.0,3,4
5,1182,761,43.4,60.5,2,1
4,1092,462,34.4,66.6,2,2
9,1617,1000,25.8,75.2,2,1
14,1795,751,32.6,59.7,2,2
12,1780,611,37.2,65.3,2,2
9,1985,815,41.4,51.8,2,1
10,1655,347,39.4,50.8,2,2
18,2801,301,24.6,63.6,2,4
12,2218,815,52.2,43.0,3,2
10,1558,838,22.6,53.1,1,1
2,827,974,39.3,70.7,2,0
16,2514,340,22.5,65.5,2,3
12,1699,851,31.0,60.0,2,1
9,1553,805,31.9,54.3,2,1
15,2508,888,16.8,48.8,1,2
20,3000,713,23.5,44.4,2,3
19,2815,823,45.7,57.3,3,2
14,2379,801,34.6,58.0,2,2
13,1843,907,32.1,45.7,2,1
6,984,307,34.2,61.1,1,2
9,1380,1000,32.0,65.4,2,1
20,2785,804,22.4,71.7,3,2
6,1009,1000,39.5,43.0,1,0
15,2506,606,41.3,66.5,3,3
2,382,520,43.3,76.9,2,1
11,1768,47,34.9,65.4,2,3
9,1289,353,28.5,77.9,2,2
9,1650,630,35.2,74.6,2,2
15,2319,545,47.5,69.2,3,2
7,1394,119,24.9,61.7,1,3
19,2831,273,14.6,61.6,2,4
5,1151,59,42.1,64.6,2,3
11,2020,407,34.0,72.4,2,3
6,1167,413,31.9,64.7,2,2
18,2482,301,35.2,43.0,2,3
8,1400,64,33.6,64.7,2,3
10,1479,86,23.6,62.1,1,3
4,1146,52,26.0,67.8,1,3
3,604,14,39.9,69.6,3,2
18,2524,801,37.8,69.1,3,2
16,2486,986,22.1,54.0,2,2
10,1762,565,38.8,73.1,3,2
15,2421,550,46.3,78.8,4,2
14,2218,862,33.9,71.2,3,2
18,2987,848,25.1,69.9,2,2
18,2942,100,30.7,54.8,2,4
5,947,702,31.6,60.1,1,1
0,201,967,49.4,67.8,0,0
11,1729,27,42.8,50.5,2,3
7,1103,38,36.3,76.6,2,3
19,2999,98,21.1,60.9,2,4
6,1449,714,28.6,54.4,1,1
17,2457,477,30.9,49.5,2,3
19,2904,686,26.6,46.8,2,3
6,1087,451,27.8,69.8,2,2
11,1880,407,17.8,64.0,1,2
9,1474,741,44.3,43.0,2,1
17,2560,698,41.6,69.5,3,2
9,1416,364,36.6,58.0,2,2
17,2866,456,37.8,73.0,3,3
13,2116,106,29.4,59.3,2,3
19,2763,60,14.3,68.3,2,4
14,2365,136,38.3,58.2,3,4
7,1314,394,13.0,71.3,1,2
12,1828,982,37.9,47.0,2,1
13,2238,121,32.3,60.1,2,3
20,2967,103,37.2,62.3,3,4
11,1825,64,38.1,64.8,2,3
3,834,891,29.9,51.2,1,0
4,866,94,26.4,81.1,2,2
11,1846,498,48.7,65.8,3,2
7,1194,47,36.8,45.8,2,3
7,1139,850,32.3,72.4,2,1
7,1268,763,40.5,83.0,3,1
19,2580,290,37.3,80.5,3,4
2,654,333,33.7,79.5,2,2
7,1221,50,38.8,62.1,2,3
5,821,36,45.9,56.1,2,3
15,2480,70,49.0,55.1,3,4
10,1526,570,31.7,74.0,2,2
2,788,708,29.9,65.8,1,1
12,1917,350,22.2,59.4,2,2
4,950,802,31.2,43.3,1,1
3,759,145,20.7,73.1,1,2
16,2451,515,37.7,71.5,3,3
15,2258,636,29.7,61.8,2,2
9,1537,2,40.4,53.6,2,3
2,922,716,31.8,62.6,1,0
16,2421,225,34.6,64.3,3,3
11,1830,438,33.0,78.7,3,2
10,1784,660,50.6,53.7,2,2
16,2476,983,38.0,52.9,3,2
14,2391,84,20.5,65.9,2,4
15,2568,40,38.3,72.0,3,4
7,1198,107,38.3,64.9,2,3
12,1881,410,22.8,67.6,2,2
10,1702,733,47.5,75.2,3,1
0,200,102,40.8,54.1,0,0
15,2455,633,52.2,72.0,4,2
2,615,400,44.7,73.8,2,1
15,2261,539,13.0,53.0,1,2
17,2742,405,13.0,53.8,2,3
10,1658,540,31.1,44.9,2,2
20,2850,458,32.9,67.6,3,3
0,442,656,50.2,78.9,0,0
13,2039,68,42.4,56.3,2,4
4,973,83,29.4,69.6,1,2
12,1889,42,36.8,62.5,2,3
13,2210,462,47.8,61.9,3,3
10,1775,893,35.9,67.4,2,1
10,1498,352,17.3,56.5,1,2
19,2673,442,28.9,52.7,2,3
16,2613,247,46.7,47.2,3,3
14,2138,55,49.9,82.1,4,4
6,821,50,28.2,50.6,1,2
9,1553,419,25.6,50.9,1,2
6,1206,98,28.3,74.4,2,3
17,2775,308,32.0,49.9,2,3
0,581,111,24.7,45.2,0,0
12,1892,83,26.9,69.9,2,3
20,2808,261,39.5,69.2,4,4
10,1711,243,31.6,83.0,3,3
16,2292,351,35.4,71.9,3,3
1,519,89,33.6,61.6,1,2
3,902,538,43.3,69.3,2,1
18,2721,32,25.7,57.8,2,4
10,1576,411,30.8,55.6,2,2
0,470,134,40.6,78.8,0,0
5,975,0,18.5,69.2,1,3
1,248,819,40.4,74.1,2,0
6,1132,101,20.6,64.8,1,2
0,389,25,31.8,56.1,0,0
7,1447,833,19.3,60.3,1,1
10,1563,339,33.2,61.9,2,3
18,3000,418,35.4,62.3,3,3
10,2010,532,22.8,72.6,2,2
15,2353,897,44.9,57.0,3,2
11,1834,313,46.8,63.9,3,3
1,683,583,46.1,66.0,2,1
0,495,330,21.9,73.4,0,0
17,2729,48,29.9,64.2,3,4
20,2883,117,33.7,58.2,3,4
3,563,803,27.1,63.0,1,0
4,964,582,24.0,76.0,1,1
5,777,928,40.7,58.8,2,0
5,930,83,39.6,69.1,2,2
11,1886,56,45.5,79.4,3,3
12,2094,95,39.3,74.2,3,3
19,2889,748,21.7,66.1,3,2
3,896,77,40.7,62.1,2,2
18,2637,33,28.4,54.6,2,4
15,2084,88,42.9,57.9,2,4
19,3000,71,45.5,60.5,3,4
4,797,93,44.4,58.9,2,2
4,943,391,26.0,60.3,1,1
13,2136,64,42.4,64.0,3,4
2,879,456,31.6,61.0,1,1
7,1312,848,13.8,68.1,1,1
0,323,530,27.0,61.4,0,0
6,1105,711,15.9,60.6,1,1
3,812,535,18.5,58.2,0,1
9,1285,73,41.4,54.8,2,3
2,765,869,19.2,56.0,1,0
1,440,399,24.6,43.0,0,1
8,1665,45,32.9,55.6,2,3
2,615,568,31.9,53.9,1,1
18,2671,503,43.0,58.4,3,3
9,1699,927,34.8,62.9,2,1
16,2451,98,19.4,66.8,2,4
20,2932,916,26.5,57.1,2,2
12,1739,824,44.5,55.1,2,1
14,2351,292,34.1,62.3,3,3
14,2029,490,21.6,56.3,3,2
14,1983,114,34.4,67.7,3,3
20,2923,756,27.6,63.5,3,2
1,597,284,28.8,72.5,1,1
9,1954,457,33.5,64.8,2,2
11,1725,945,32.6,72.3,2,1
18,2605,400,31.2,54.4,2,3
10,1471,264,27.6,58.5,2,3
2,956,0,33.1,69.7,2,2
13,2125,76,39.9,83.0,3,3
0,200,351,35.8,60.1,0,0
17,2792,471,53.0,53.3,3,3
19,2800,104,35.0,61.0,3,4
7,1122,764,24.9,44.2,1,1
8,1253,612,33.0,52.4,1,1
8,1663,0,32.3,63.8,2,3
18,2822,876,29.7,74.0,3,2
17,2608,107,43.6,44.9,3,4
1,760,963,42.9,62.4,2,0
9,1476,427,40.2,75.0,3,2
4,892,980,28.5,68.7,1,0
13,2040,881,50.0,47.9,2,2
1,414,437,16.6,49.8,0,1
10,1705,672,30.4,45.6,1,2
5,906,432,22.3,55.8,1,2
14,2053,624,30.8,56.9,2,2
19,2562,501,53.0,54.5,4,3
15,2317,448,39.6,57.7,3,3
9,1658,506,48.9,72.4,3,2
3,818,614,27.6,54.8,1,1
12,1942,66,34.6,73.9,3,3
5,1018,531,43.2,52.5,2,1
17,2666,342,20.1,80.5,2,3
12,2074,895,34.7,60.5,2,1
17,2489,831,25.8,54.1,2,2
6,1337,420,30.4,57.8,2,2
13,2098,912,13.0,64.8,1,1
10,1491,97,22.6,55.9,1,3
12,2155,296,35.0,80.2,3,3
8,1190,1000,53.0,64.6,3,0
0,395,52,23.8,81.0,0,0
9,1489,419,28.5,64.2,2,2
12,1810,401,34.3,57.9,2,2
6,1116,751,39.8,64.1,2,1
3,677,815,13.0,69.0,1,0
1,459,959,20.6,70.4,1,0
6,1121,75,20.5,70.0,1,3
16,2476,397,23.2,73.0,3,3
8,1527,990,27.7,59.1,1,1
11,2009,1000,13.0,49.9,1,1
3,863,114,34.0,51.8,1,2
19,3000,384,33.7,43.0,2,4
2,688,80,36.8,74.4,2,2
19,3000,884,33.3,81.3,4,2
12,2104,287,27.3,48.0,2,3
19,2791,100,37.0,49.8,3,4
1,459,750,30.2,63.9,1,0
14,2178,899,33.3,65.2,3,1
4,1132,360,43.2,61.4,2,2
2,683,695,31.8,61.3,1,0
3,722,1000,41.7,68.8,2,0
14,1938,743,31.7,83.0,3,2
12,1917,113,35.3,54.7,2,3
11,2090,528,24.3,57.4,2,2
9,1685,554,33.9,47.9,1,2
8,1463,733,48.0,64.2,3,1
9,1334,365,30.1,43.3,1,2
4,797,890,34.7,78.7,2,0
5,919,155,30.8,51.2,1,2
20,2956,492,34.7,52.5,2,3
10,1895,116,39.1,49.7,2,3
3,506,482,39.2,51.4,1,1
16,2371,851,25.0,82.1,3,2
7,1378,386,28.0,51.2,1,2
13,2023,60,50.5,76.4,3,4
9,1562,772,23.7,80.8,2,1
6,901,981,19.8,71.1,1,0
17,2900,780,21.9,64.7,2,2
9,1500,468,42.9,80.0,3,2
18,2864,936,15.4,83.0,2,2
8,1247,62,34.7,79.7,3,3
5,965,103,15.3,54.3,0,2
10,1842,745,42.3,73.2,3,1
18,2678,392,35.1,70.9,3,3
1,697,117,51.0,71.5,3,2
5,1302,85,35.7,60.3,2,2
16,2427,382,25.9,59.6,2,3
18,2615,437,50.3,67.7,4,3
3,461,806,32.2,52.0,1,0
0,383,917,23.2,72.5,0,0
17,2637,347,36.1,72.0,3,3
12,2074,562,29.6,66.9,2,2
19,2913,101,46.6,66.9,4,4
5,1050,1000,34.7,73.4,2,0
9,1570,993,51.4,73.8,3,1
16,2401,538,29.9,67.2,3,3
13,1733,539,22.2,77.3,2,2
11,1892,935,42.9,68.4,3,1
2,643,91,35.0,61.7,1,2
20,3000,503,38.1,76.6,3,3
2,567,783,34.1,63.6,1,0
5,1152,975,30.8,49.8,1,0
15,2368,85,39.0,57.4,2,4
7,1415,388,48.5,72.9,3,2
4,1088,865,32.1,44.2,1,0
9,1598,461,31.3,63.7,2,2
0,515,656,23.1,63.1,0,0
8,1342,513,53.0,60.7,3,2
5,1335,454,27.1,70.6,2,2
17,2596,62,33.3,47.9,2,4
13,2311,716,34.7,74.9,2,2
14,2131,68,36.5,67.3,3,4
12,1930,926,22.9,46.2,1,1
16,2316,763,46.8,61.4,3,2
15,2389,587,25.6,72.2,2,2
2,677,454,35.1,59.1,2,1
16,2704,30,13.4,58.5,1,4
12,1924,856,34.7,66.9,2,1
6,1130,71,47.7,68.7,2,3
12,2059,934,43.8,55.2,3,1
14,2242,1000,48.2,43.0,2,1
14,2344,987,26.2,72.1,2,1
20,3000,85,30.8,54.9,3,4
6,1223,346,40.9,50.6,2,2
0,428,346,30.8,77.6,0,0
8,1573,99,33.9,68.4,2,3
9,1691,357,22.7,53.9,1,2
20,2899,119,29.3,72.5,3,4
13,2226,689,33.6,43.0,2,2
14,2405,927,42.2,61.1,3,2
11,1738,984,20.4,72.2,2,1
15,2205,1000,33.9,66.1,2,1
10,1645,397,30.6,70.1,2,2
6,1229,729,28.5,55.5,1,1
12,2098,0,31.0,59.1,2,4
17,2711,55,13.0,72.7,2,4
10,1796,104,42.7,66.1,3,3
16,2609,42,35.4,63.4,3,4
9,1594,924,26.9,73.9,2,1
19,2712,280,30.1,60.7,3,4
13,1961,58,30.2,59.1,2,3
11,1731,929,45.5,78.9,3,1
4,618,990,18.4,67.0,1,0
7,1201,892,24.5,62.8,2,1
17,2773,591,51.8,50.8,3,3
13,2080,95,41.4,62.7,3,3
13,2082,67,42.8,68.8,3,4
3,626,72,31.5,83.0,2,2
5,828,415,13.1,43.0,0,2
17,2502,6,25.8,54.2,2,4
13,2307,609,37.0,55.7,3,2
9,1472,458,53.0,57.9,3,2
3,654,504,49.1,72.7,3,1
12,1882,797,35.7,72.4,3,2
1,447,923,33.5,59.9,1,0
9,1505,39,32.0,56.5,2,3
20,3000,0,33.8,43.0,2,4
13,2144,122,52.1,44.8,3,3
19,2855,731,37.3,83.0,4,3
18,2865,800,39.7,75.0,3,2
18,2744,487,23.7,80.6,3,3
10,1859,538,34.2,61.1,2,2
9,1539,53,45.2,56.5,2,3
14,2183,902,38.5,52.0,2,1
19,2835,30,34.2,54.1,3,4
16,2601,380,43.3,52.9,3,3
3,776,88,53.0,61.3,2,2
17,2633,938,22.3,66.7,2,2
6,1142,797,37.1,69.8,2,1
0,338,585,28.0,65.6,0,0
0,200,655,31.6,67.9,0,0
4,616,122,45.2,57.2,2,2
20,3000,444,53.0,55.2,4,3
1,496,500,27.3,68.3,1,1
0,495,883,26.3,68.3,0,0
12,1797,845,25.1,60.5,2,1
4,863,123,32.5,76.1,2,2
15,2506,39,37.9,59.0,3,4
2,769,559,17.3,65.0,1,1
1,797,849,37.9,62.7,2,0
0,476,635,39.7,65.4,1,0
6,1119,613,45.2,57.8,2,1
20,2931,44,28.1,72.8,3,4
4,627,507,49.4,43.0,2,1
16,2526,820,41.5,73.6,3,2
6,1021,35,25.3,61.9,1,3
18,2640,435,38.4,51.3,3,3
6,1588,74,27.4,64.9,1,3
10,1597,345,19.9,74.0,2,2
6,1169,901,36.7,74.5,2,1
11,1591,357,53.0,62.8,3,2
4,1176,521,32.2,78.4,2,1
18,2753,791,50.1,68.2,4,2
9,1491,520,29.0,68.2,2,2
5,856,842,35.1,47.0,1,1
6,1444,58,36.8,75.1,2,3
1,838,382,29.1,71.5,1,1
5,989,647,23.9,51.4,1,1
13,1791,349,44.3,77.7,3,3
20,3000,764,41.3,51.4,3,3
15,2311,438,45.3,53.7,3,3
14,2229,518,26.1,55.0,2,2
17,2595,511,23.1,70.2,2,3
16,2490,739,17.6,65.7,2,2
10,1601,352,36.6,64.7,2,2
18,3000,1000,31.1,71.7,3,2
4,893,928,27.6,62.5,1,0
8,1873,498,26.5,45.9,1,2
8,1391,400,31.9,69.2,2,2
8,1335,917,36.6,56.4,2,1
20,3000,808,34.5,68.0,3,2
16,2419,371,33.0,69.0,3,3
14,2155,645,49.4,59.5,3,2
3,531,40,13.0,63.2,0,2
14,2133,114,38.0,61.1,2,3
7,911,549,30.5,59.0,1,1
7,1260,76,13.0,54.3,1,3
19,3000,397,32.0,58.3,3,3
14,2110,673,22.1,65.5,2,2
6,988,874,19.3,73.7,1,0
13,2249,1,13.0,59.1,1,4
20,2943,411,31.0,65.6,3,4
0,510,999,33.2,43.0,0,0
17,2675,475,51.7,60.2,3,3
11,2037,97,43.4,56.9,3,3
1,621,347,33.8,67.9,1,1
1,280,542,46.6,48.0,1,1
17,2685,78,18.4,69.3,2,4
1,363,62,37.6,61.8,2,2
1,436,54,38.1,63.9,1,2
5,1174,801,24.8,63.3,1,1
0,423,424,31.0,53.6,0,0
15,2625,423,13.0,51.7,1,3
16,2659,543,26.8,59.3,2,3
1,592,93,33.2,79.6,2,2
11,1663,23,35.2,72.2,2,3
11,2100,59,23.4,51.5,1,3
3,904,67,29.2,59.3,1,2
1,462,112,38.0,61.8,2,2
8,1686,0,22.8,64.5,2,3
19,2536,374,37.1,52.3,2,3
3,1030,738,39.8,77.0,2,1
20,2889,0,37.6,77.4,4,4
16,2540,322,19.7,61.0,2,3
11,1895,404,13.0,57.5,1,3
16,2501,461,35.1,72.1,3,3
3,886,416,50.6,49.0,2,1
7,1691,907,48.6,52.0,2,1
18,2606,140,33.4,68.4,3,4
7,1573,852,36.8,73.3,2,1
18,2935,450,29.8,45.8,2,3
14,2209,1000,32.6,73.6,3,1
12,1970,362,15.0,68.7,1,3
20,3000,768,43.7,48.9,3,3
5,862,83,42.0,65.0,2,2
17,2855,968,39.0,62.1,3,2
19,2916,820,36.5,65.9,3,2
6,1130,62,34.1,59.5,2,3
0,402,851,38.1,59.3,0,0
4,1139,49,14.4,72.3,1,3
3,598,876,37.3,79.6,2,0
7,1394,894,32.0,47.9,1,1
18,2916,853,53.0,49.3,3,2
13,1993,697,22.1,53.1,2,2
20,2894,99,23.2,64.1,2,4
20,3000,60,53.0,73.4,4,4
18,2747,899,37.6,75.4,3,2
4,1029,83,36.8,54.8,2,2
9,1601,905,47.3,61.1,2,1
2,855,490,38.5,55.6,1,1
11,1781,363,40.6,63.3,3,3
20,2795,586,13.4,55.8,2,3
0,445,582,29.7,54.7,0,0
12,1594,741,45.0,72.7,3,1
