count,co2_level,temp,humidity,ldr_diff,fan_speed,light_intensity
13,1319,40.7,65.7,-156,3,0
21,1265,22.5,76.7,838,2,2
14,966,40.5,65.2,2642,2,2
22,1492,16.8,67.3,-1824,2,1
27,1853,46.7,47.9,-1792,3,2
20,1454,32.8,61.3,-1732,2,1
29,1763,37.4,66.3,-1103,3,2
18,1224,39.5,78.3,2236,3,2
4,457,25.5,51.8,1209,1,1
6,702,55.0,78.0,-1402,3,0
30,1964,45.9,76.2,-458,4,2
12,1208,44.8,61.5,-767,2,0
15,1201,15.0,61.0,1650,1,2
0,200,35.8,58.8,2420,0,0
30,1967,30.0,72.5,1170,3,3
23,1549,39.0,59.8,-328,3,1
6,857,36.3,85.0,94,3,0
29,1867,25.8,62.5,211,2,2
24,1785,38.3,66.2,470,3,2
1,325,25.1,53.9,1493,1,1
4,818,39.4,45.3,-1120,1,0
8,991,30.9,72.6,2739,2,2
0,375,31.8,74.4,215,0,0
3,559,55.0,64.2,25,2,0
6,371,39.2,81.8,617,3,0
21,1502,29.5,73.9,-1737,3,1
25,1875,33.5,63.6,233,2,2
8,875,50.6,55.5,71,2,0
15,1360,36.1,57.9,-620,2,1
20,1400,28.2,59.2,-1235,2,1
7,404,35.5,71.6,944,2,1
5,470,41.0,62.8,541,2,0
23,1892,51.5,81.4,8,4,1
27,1846,21.4,67.1,201,2,2
5,666,40.6,57.9,-1237,2,0
23,1582,18.5,65.5,-393,2,1
17,1047,46.4,60.8,3656,3,4
3,317,30.0,68.4,1558,2,1
27,1768,40.4,67.8,215,3,1
5,822,36.5,57.8,93,1,0
8,889,22.8,77.5,2289,2,2
6,765,33.3,56.4,-1290,1,0
2,579,45.2,58.8,-905,2,0
1,292,34.9,61.5,-1684,1,0
27,1894,37.3,50.6,-149,3,2
4,606,28.9,68.2,-712,1,0
9,1113,44.0,64.2,-1272,2,1
12,1007,15.0,75.5,2439,1,2
24,1722,26.5,68.2,3255,2,4
0,200,37.8,53.9,1625,0,0
30,2189,45.5,69.3,1008,4,3
2,488,43.5,67.7,-78,2,0
12,1289,27.1,55.1,1605,1,2
10,800,15.5,63.4,-1634,1,0
18,1217,40.0,85.0,3329,4,3
22,1288,20.1,62.2,1467,2,2
11,963,51.7,53.2,0,3,0
4,400,24.8,63.2,1593,1,1
26,1725,39.5,55.4,2908,3,4
12,1046,30.9,62.8,1885,2,2
1,466,48.8,79.9,310,3,0
0,700,42.5,70.5,2693,0,0
25,1833,34.5,71.2,257,3,2
26,1832,41.0,56.8,-2210,3,1
25,1341,28.2,57.4,-197,2,1
5,788,48.7,70.9,1423,2,1
19,1234,29.7,82.0,0,3,1
27,2017,32.8,79.2,3267,4,4
27,1912,24.5,62.3,-625,2,2
0,226,42.1,63.5,-718,0,0
5,727,28.8,70.7,64,2,0
13,1189,15.0,65.7,-220,1,1
10,790,44.3,66.1,1114,2,1
16,1185,29.2,67.7,1892,2,2
0,466,52.4,63.5,3777,0,0
14,1466,55.0,71.8,-411,4,1
7,912,33.8,61.9,2261,1,2
27,1827,35.1,72.7,-2161,3,2
28,2450,27.4,82.2,1487,3,3
29,2149,27.8,84.0,558,4,2
7,531,41.6,72.4,265,3,0
26,1819,33.4,56.0,111,2,2
13,1089,36.1,64.6,527,2,1
26,2050,35.9,69.5,-1097,3,1
13,1425,50.4,60.0,-276,3,1
22,1508,19.8,83.0,-2173,2,1
18,1370,34.6,85.0,-222,3,1
15,1370,42.8,75.6,7,3,1
17,1128,41.3,65.5,449,3,1
27,1792,25.2,75.8,3660,2,4
0,487,24.7,55.9,171,0,0
18,983,28.0,77.8,754,2,1
14,1239,38.6,59.4,-545,2,1
15,1840,37.5,65.1,-898,2,1
1,417,25.2,52.0,358,1,0
5,963,25.0,69.0,2067,1,2
21,1319,45.7,56.1,3532,4,4
6,580,51.7,72.4,1432,3,1
22,1591,21.7,71.0,1875,2,3
23,1759,51.6,57.3,478,3,2
3,879,44.0,54.7,2189,2,1
25,1768,36.0,79.5,966,4,2
3,1020,15.0,49.9,-822,0,0
23,1905,39.6,72.8,195,4,1
26,1589,32.9,67.8,73,3,2
25,2152,43.8,69.8,37,4,1
22,1646,43.7,59.9,1962,3,3
21,1659,18.3,61.0,1613,1,3
9,877,30.7,59.6,-285,1,0
14,1032,38.1,65.9,639,2,1
4,568,55.0,52.4,721,2,0
15,1137,43.9,82.5,1718,4,2
22,1932,38.0,53.4,-579,2,1
29,2150,15.0,69.7,257,2,2
12,886,39.4,67.0,-172,2,0
25,1534,36.7,78.6,2276,3,3
19,1565,23.9,64.4,-686,2,1
10,1116,33.4,56.3,-1711,2,0
9,973,19.6,71.0,-129,1,0
13,1165,21.4,68.6,0,1,1
26,1682,28.6,58.0,302,2,2
27,1746,33.2,45.0,-149,2,2
12,926,29.9,49.5,-2250,1,1
21,1357,24.3,83.4,-1120,3,1
20,1562,25.4,56.6,242,2,2
11,1163,32.7,66.2,3369,2,3
24,1847,42.9,60.0,-369,3,1
4,567,34.7,56.9,-1034,1,0
17,1404,37.3,65.2,1042,2,2
3,740,39.4,60.5,0,2,0
0,616,35.2,65.5,-189,0,0
14,1116,29.9,67.6,185,2,1
1,200,22.1,75.6,-277,1,0
11,1180,33.4,79.8,213,2,1
29,1900,23.4,72.4,1490,2,3
11,1138,44.3,69.7,377,3,1
6,866,23.3,65.8,143,1,0
18,1573,36.7,71.8,200,3,1
27,2007,34.7,74.4,788,3,3
3,840,39.7,81.9,397,2,0
14,1285,50.4,69.7,-1878,3,1
28,1889,20.6,52.0,284,2,2
2,729,43.9,70.1,-1351,2,0
13,1019,24.9,61.2,2774,1,2
7,1076,25.7,73.0,106,1,0
27,2127,32.7,79.8,998,4,3
21,1280,28.7,60.0,888,2,2
18,1187,27.3,64.3,925,2,2
1,598,35.6,60.5,148,2,0
11,947,31.4,59.9,357,1,1
7,868,33.3,54.5,1670,1,1
25,1613,30.3,80.8,-124,3,1
29,2140,29.0,57.2,0,2,2
23,1776,35.8,72.7,3153,3,4
24,1520,29.6,68.6,2059,2,3
12,1130,32.1,58.7,260,2,1
17,1347,48.9,61.8,-805,3,1
9,950,50.9,65.9,186,3,0
1,461,15.0,80.8,214,1,0
19,1528,38.6,55.0,639,2,2
28,1974,31.7,65.7,-741,3,2
29,1988,27.4,65.6,-256,3,2
25,1397,37.1,60.7,278,3,2
2,200,43.6,79.3,-1292,3,0
30,2111,45.6,66.0,-639,2,2
30,2101,31.1,67.9,0,3,2
23,1458,40.0,59.4,-1216,3,1
18,1451,37.9,55.7,-2351,2,1
2,449,39.8,60.8,-6,1,0
17,1155,38.1,51.9,1152,2,2
14,1259,19.1,64.1,-421,1,1
8,771,36.7,78.3,1174,2,1
29,1946,35.5,74.8,-1298,3,2
27,2093,31.7,68.1,873,3,2
10,712,43.0,76.8,294,3,1
2,468,15.0,58.3,1921,0,1
8,408,36.3,59.4,1496,2,1
30,2025,19.2,65.9,1118,2,3
22,1569,21.0,70.9,-381,2,2
13,1025,37.0,66.0,3318,2,3
14,1309,27.0,79.0,-2455,2,1
9,1254,48.4,63.4,82,2,0
3,370,31.9,58.0,96,1,0
16,804,33.2,55.0,-456,2,1
27,2026,46.5,65.5,1060,4,3
29,2123,55.0,61.5,-1545,4,2
20,1310,33.1,70.0,407,3,1
26,1635,25.4,48.4,1486,2,2
13,1156,29.1,65.2,2,2,1
26,1469,32.2,81.2,-2335,3,2
28,2362,29.5,75.9,1666,3,2
3,524,39.0,75.8,-1430,2,0
13,1409,27.2,74.4,-979,2,1
25,1603,15.6,69.5,-398,2,2
4,372,49.8,45.0,-2413,2,0
20,1642,46.8,45.4,849,3,2
9,1094,49.5,67.8,772,3,1
22,1659,43.3,66.3,-445,3,1
24,1654,17.5,64.5,1436,1,2
25,1491,43.5,79.2,334,4,2
15,1155,43.3,71.1,2291,3,2
15,1234,21.3,68.0,2135,2,2
16,1302,31.0,54.1,1524,1,2
7,1033,19.9,65.0,1431,1,1
5,559,24.4,83.6,383,2,0
15,1538,44.1,54.4,1451,3,2
12,915,22.8,72.8,186,1,1
9,871,35.0,69.3,-374,2,0
15,1330,41.6,70.2,1028,3,1
4,571,46.2,63.3,224,2,0
11,748,38.7,54.9,1086,2,1
28,1787,31.8,80.1,985,3,3
5,696,22.5,61.8,-2402,1,0
24,1641,34.6,71.3,2380,3,3
27,1817,27.8,45.0,166,2,2
8,895,34.1,54.6,879,1,1
14,1148,38.0,72.1,2099,3,2
12,1441,48.1,69.2,84,3,1
11,1005,41.9,54.8,1710,2,1
7,976,16.9,74.7,-890,1,0
24,1712,27.1,67.1,-2144,2,1
16,996,37.6,74.0,-859,3,1
21,1725,32.7,78.8,1056,3,2
9,871,23.0,50.9,25,1,0
28,1988,37.1,52.9,-2038,3,2
16,793,41.6,62.9,85,2,0
6,738,47.2,74.7,207,3,0
12,1307,33.4,55.2,-1256,1,1
15,1231,23.0,65.3,-567,1,1
6,689,39.7,65.9,390,2,0
8,958,33.5,62.9,206,2,1
14,1319,49.5,60.2,191,3,1
15,1201,28.0,53.8,-947,1,1
12,797,34.6,76.7,-529,2,1
26,1790,22.6,53.8,-839,2,1
23,1434,27.6,54.2,423,2,2
7,1160,37.3,60.7,1300,2,1
10,996,32.2,75.2,706,1,1
30,2087,42.4,85.0,893,4,3
30,1946,23.3,78.5,91,3,2
5,838,28.9,55.9,-1388,1,0
10,899,33.6,78.6,509,2,1
3,811,32.2,61.5,2608,2,2
6,740,22.2,58.2,2224,1,2
19,1496,52.8,85.0,-1029,4,1
2,747,31.6,62.8,2425,1,2
22,1663,36.4,61.2,106,2,1
14,1233,29.4,54.8,1456,1,2
21,1887,27.4,73.7,1983,2,2
0,553,27.2,63.9,2147,0,0
29,2069,39.5,71.2,3258,3,4
20,1141,54.3,69.6,3246,4,3
2,463,27.4,59.7,2126,1,1
14,1043,32.4,65.0,198,2,1
4,422,45.0,72.9,-594,3,0
5,666,35.7,64.8,3198,2,2
26,2098,49.7,60.1,755,3,2
21,1879,15.2,74.0,325,2,1
7,717,37.6,59.6,57,1,0
25,1780,42.0,66.5,2499,3,3
12,972,25.7,58.6,-1441,1,0
20,1310,40.4,63.3,-2444,3,1
15,1087,17.1,76.9,88,2,1
0,473,30.7,70.7,-12,0,0
19,1602,22.4,85.0,3032,2,3
1,200,29.4,80.1,177,2,0
3,598,34.2,73.3,-800,2,0
3,234,27.7,56.0,543,1,0
5,816,49.8,58.6,-1513,3,0
7,1019,28.0,53.5,2449,1,2
2,441,22.5,69.2,-784,1,0
2,417,31.0,69.4,337,2,0
21,1646,21.3,54.3,1220,1,2
23,1552,16.7,67.1,-495,2,1
1,308,18.8,69.0,161,1,0
19,1453,39.1,78.5,271,3,1
16,1284,39.1,72.9,-730,3,1
17,1341,37.6,45.0,-2371,2,1
9,1053,37.8,66.6,0,2,0
27,1726,32.8,67.4,68,3,1
16,1318,40.3,45.0,-1327,2,1
22,1665,38.2,69.9,1110,3,2
1,230,31.9,67.9,697,1,0
27,1641,55.0,58.6,151,4,2
30,2159,15.0,76.6,834,2,2
25,1949,34.3,61.1,1043,2,3
22,1763,16.6,66.4,-2151,2,1
8,840,33.2,51.0,392,1,1
5,394,39.0,70.4,-22,2,0
0,207,29.9,75.2,843,0,0
15,1015,30.4,65.2,1724,2,2
30,2347,30.5,56.4,-1987,2,2
24,1761,37.8,45.0,2342,2,3
6,908,25.1,80.8,-1143,2,0
27,1716,26.2,57.4,-892,2,2
4,704,24.4,60.9,116,1,0
14,1336,37.5,71.2,149,3,1
28,1776,37.2,70.0,2211,3,3
4,728,34.5,55.1,294,1,0
27,1989,34.5,63.8,283,3,2
13,1216,28.8,64.6,-1127,2,1
2,200,26.2,63.3,1494,1,1
20,1220,28.3,51.4,221,1,2
22,1388,15.0,51.1,207,1,2
22,1648,36.9,66.6,224,3,2
16,1249,38.7,67.5,121,2,1
1,403,28.4,69.5,227,1,0
15,1103,30.9,77.5,2717,2,3
27,1815,34.1,80.7,-1967,4,1
0,580,48.6,67.6,1193,0,0
9,814,39.9,80.4,-1560,3,0
21,1795,17.5,65.6,149,2,1
20,1513,28.6,72.3,147,2,1
19,1189,41.2,49.3,155,2,1
14,1137,28.2,59.4,86,2,1
30,1686,51.3,59.3,-905,4,2
22,1605,36.6,77.2,178,3,1
11,1189,37.5,70.6,2235,3,2
12,819,38.3,55.1,151,2,1
7,573,35.6,71.2,-544,2,0
1,470,47.5,69.1,318,2,0
19,1387,41.5,66.2,240,3,1
20,1427,36.2,80.2,-543,3,1
3,736,37.8,62.6,823,2,1
25,1695,28.6,71.8,1040,3,2
17,1391,39.2,64.9,-18,3,1
19,1010,20.3,56.4,1166,1,2
7,782,21.8,78.7,153,2,0
8,628,33.0,52.8,125,1,0
12,1214,38.5,45.8,480,1,1
19,1665,32.8,74.9,295,3,1
15,1382,39.4,68.3,258,3,1
24,1531,34.7,58.2,314,3,2
15,1272,29.6,72.9,-106,1,0
5,669,20.9,83.2,-130,1,0
26,2258,26.2,56.7,3573,2,4
16,1214,32.0,64.8,-1909,2,1
2,619,36.2,56.9,441,1,0
21,1508,36.8,56.9,-1918,2,2
28,1932,34.7,66.5,215,3,2
2,503,32.0,74.2,-296,2,0
23,1757,28.6,78.3,1019,3,2
23,1983,29.5,68.2,2133,2,3
4,393,39.4,70.7,1888,2,1
29,1603,20.6,75.9,695,3,2
13,1226,31.4,60.7,-1009,2,1
24,1801,30.8,59.9,-480,2,1
9,870,24.0,79.3,3175,2,3
24,1602,30.0,60.8,337,2,2
4,462,31.1,52.9,-1120,1,0
28,1761,47.1,63.3,-942,4,2
16,907,28.3,75.8,2483,2,2
16,982,15.0,61.9,-764,1,1
6,896,38.1,61.6,-1405,2,0
0,200,18.3,79.3,880,0,0
7,1018,20.5,45.0,-909,0,0
8,655,38.5,77.3,1086,2,1
6,990,52.4,58.5,3487,2,3
16,1435,41.2,58.1,17,2,1
25,1852,41.7,69.9,-231,4,2
3,627,43.4,61.0,-1125,2,0
27,1755,28.3,77.9,1990,3,3
21,1694,48.0,54.5,2324,3,3
30,2135,30.8,48.4,-1917,2,2
10,1067,36.1,47.5,-1687,1,0
18,1490,32.3,72.2,231,2,1
0,208,39.3,54.8,10,0,0
30,1830,36.8,66.3,2545,3,4
30,2128,49.2,54.7,2756,4,4
9,746,42.4,64.9,230,2,0
29,1931,24.0,68.4,3073,3,4
14,1505,22.8,64.0,-1847,1,1
29,1957,44.4,69.4,-82,4,2
22,1617,32.3,66.6,-69,2,1
11,1211,27.0,60.9,482,1,1
2,249,33.9,48.0,-1447,1,0
29,2063,16.1,85.0,-802,2,2
9,708,40.3,61.0,1131,2,1
26,1948,38.3,68.4,1569,3,3
17,1605,46.2,77.2,-238,4,1
8,802,27.6,64.5,-2474,1,0
15,1133,46.8,69.4,920,3,1
12,1143,48.3,72.9,-1936,3,1
26,1764,42.2,80.6,549,4,2
0,356,46.8,69.1,-335,0,0
8,648,30.9,68.1,0,2,0
8,740,31.7,63.9,-1441,1,0
10,889,15.0,63.6,1644,1,1
4,866,27.0,58.0,-276,1,0
3,485,17.0,45.0,1588,0,1
21,1510,27.5,50.2,57,2,1
18,1871,26.4,51.6,82,2,1
27,2116,41.1,77.6,-1020,4,2
2,461,32.9,64.6,-577,1,0
29,1957,21.2,61.7,1559,2,2
15,799,32.6,66.4,53,2,1
24,1857,27.1,52.3,94,2,2
2,646,18.8,69.1,1686,1,1
3,585,41.4,65.4,-2366,2,0
4,936,53.7,71.7,-515,3,0
3,426,19.0,61.5,-280,0,0
1,475,39.0,67.6,55,1,0
15,1278,55.0,65.2,-261,3,1
30,1842,37.4,55.2,391,3,2
17,1721,17.6,82.2,209,2,1
5,465,28.3,65.3,207,1,0
23,1740,37.2,83.2,-522,3,1
6,224,28.6,85.0,0,2,0
11,1143,45.4,62.9,0,2,1
28,1833,27.1,74.3,78,3,2
7,815,48.2,57.2,2951,2,2
25,1806,27.6,67.2,-403,2,1
25,1532,36.3,72.6,409,3,2
5,628,52.1,72.7,62,3,0
30,2289,35.8,70.9,-1345,3,2
11,920,48.4,61.6,141,3,2
28,2167,24.0,68.3,76,3,2
0,285,30.7,73.4,-2001,0,0
18,1759,35.6,57.7,-1183,2,1
17,1261,31.3,63.3,458,2,1
10,1059,29.1,75.2,0,2,0
4,352,42.5,60.4,-966,2,0
30,2076,42.9,61.0,0,3,2
13,1338,36.2,51.3,188,2,1
12,949,44.6,60.4,1167,2,1
21,1926,30.6,55.8,908,2,2
8,794,44.9,74.9,2671,3,2
19,1745,30.4,71.3,2188,2,3
18,1032,36.0,66.1,2433,2,3
21,1608,37.2,56.8,2662,2,3
5,409,55.0,59.9,436,2,0
10,745,40.0,50.2,-610,2,0
5,713,37.1,66.8,1574,2,1
21,1283,43.0,69.7,2756,3,3
1,620,41.7,64.8,-504,2,0
4,576,36.5,61.3,-1821,1,0
25,2013,43.8,70.2,2926,3,4
25,1715,31.4,73.3,2341,3,3
28,2020,46.6,53.9,-758,3,1
15,1004,33.9,54.6,-376,2,1
0,463,40.2,76.6,148,0,0
0,489,43.0,69.3,-1406,0,0
23,1825,35.1,66.6,218,3,2
9,807,31.0,70.2,-940,2,0
1,302,15.0,76.1,2918,1,2
19,1247,32.6,85.0,1509,3,2
7,855,39.0,64.0,371,2,0
15,1110,55.0,72.9,1633,4,2
30,2253,44.1,59.2,-1721,4,2
28,1969,34.6,72.3,270,3,2
24,2086,30.4,48.4,1335,2,2
18,1188,43.8,62.6,1092,3,2
11,1133,18.9,72.3,430,1,1
29,2112,26.8,60.5,-363,2,2
21,1532,35.4,64.7,-16,2,1
12,991,45.2,60.0,-1589,3,0
20,1485,44.4,57.0,1620,3,2
2,389,55.0,85.0,2761,4,2
5,912,48.5,69.7,-485,2,0
13,1000,29.8,65.3,1429,2,1
6,616,39.0,73.0,-1978,2,0
16,1119,28.8,47.6,2484,1,2
21,1478,47.9,78.4,134,4,1
14,1295,44.6,64.3,3094,3,3
14,1416,20.1,59.1,1898,1,2
30,2020,20.1,69.9,1476,2,3
23,1536,37.9,58.4,-1780,2,1
17,1334,40.1,77.0,475,3,1
7,530,23.8,70.6,-1372,1,0
22,1435,39.7,62.1,-1236,3,1
25,1919,28.9,74.8,246,3,2
0,200,55.0,73.7,84,0,0
22,1246,24.5,61.6,965,2,2
18,1661,39.0,57.0,1583,3,2
21,1782,47.4,47.4,1270,3,2
21,1665,32.9,62.4,-1264,2,1
25,1834,50.6,76.3,1313,4,3
20,1423,16.1,68.0,-1687,1,1
22,1691,39.8,75.9,-1918,3,1
29,2059,39.9,57.0,-1617,3,2
28,2240,32.9,68.3,151,3,2
0,345,30.3,45.8,597,0,0
15,1276,55.0,60.3,265,3,1
11,959,32.9,68.1,52,2,0
22,1588,48.0,67.9,-133,4,1
12,1022,44.2,58.6,262,2,1
7,864,25.5,62.3,-1035,1,0
15,1482,47.0,72.4,282,3,1
20,1609,44.8,66.6,-642,3,1
25,1586,29.2,60.9,2357,2,3
17,1525,48.3,80.7,515,4,1
9,1244,42.6,56.4,-479,2,0
20,1307,45.1,57.0,2565,3,3
23,1959,47.2,66.8,111,3,1
1,426,52.5,59.5,1480,2,1
11,990,55.0,72.3,118,4,1
2,514,35.9,57.8,240,1,0
27,1827,31.0,60.7,791,3,2
22,1293,23.4,68.6,-1194,2,1
25,1593,39.3,75.7,158,3,2
24,1407,36.1,55.7,196,2,2
20,1327,20.9,65.0,-2058,2,1
28,1775,38.7,83.9,232,4,2
2,664,46.7,74.2,1972,3,1
21,1677,36.7,57.4,1847,2,3
25,1502,27.5,72.8,-1695,3,2
27,1591,24.0,66.1,1286,2,3
18,1397,29.9,72.9,-2027,2,1
1,315,45.1,50.5,-215,2,0
24,1832,39.5,55.6,-1446,3,1
11,947,44.1,58.9,1175,2,1
1,478,43.0,54.1,971,2,1
17,1503,39.4,62.9,-2183,2,1
27,1836,45.0,75.3,-672,4,2
14,1147,37.1,51.6,168,2,1
7,950,28.7,59.6,2583,1,2
21,1229,28.6,65.8,-730,2,1
21,1035,55.0,69.3,1266,4,2
0,773,35.9,51.6,74,0,0
14,1128,34.9,45.5,3801,1,3
20,1523,43.7,62.1,-1739,3,1
21,1831,35.4,79.3,-178,3,1
3,403,26.4,72.2,-1938,1,0
26,1996,35.5,73.4,156,3,2
24,2033,27.1,57.1,-464,2,2
2,344,29.3,71.8,1723,1,1
7,1066,54.1,58.7,-1841,3,0
2,666,17.5,57.4,1241,0,0
0,459,15.0,74.6,1226,0,0
14,1063,28.8,79.7,2432,2,2
2,824,29.7,77.0,234,2,0
25,1604,16.7,71.4,533,2,2
9,1137,28.7,79.5,-1431,2,0
19,1454,15.0,58.2,-1824,1,1
1,432,44.6,57.3,3155,2,2
0,480,29.9,83.8,2299,0,0
22,1317,31.7,60.2,3777,2,4
28,1991,28.6,62.4,1226,2,3
6,491,31.7,59.9,-1604,1,0
30,1966,41.6,45.0,-611,2,2
16,1140,31.2,54.3,3331,2,3
24,1957,41.2,69.6,2172,3,3
1,391,36.3,66.6,3414,1,2
15,1277,35.0,74.4,-1242,3,1
16,1359,25.7,47.4,-10,1,1
10,937,23.1,68.4,-1552,1,0
25,1947,28.2,45.0,-1657,3,1
5,672,47.8,60.4,2618,1,2
22,1514,24.9,62.4,152,2,1
4,798,36.9,76.6,2716,2,2
0,379,44.5,45.4,3239,0,0
14,1157,31.7,79.5,-265,2,1
16,1417,43.3,60.3,2328,2,3
16,1397,18.2,60.6,0,1,1
8,993,38.3,59.9,-1674,2,0
21,2169,39.4,83.8,1199,4,2
15,1060,45.6,66.3,-2408,3,1
27,1390,44.7,45.0,1079,2,2
12,907,34.3,62.2,193,2,1
8,862,15.0,65.5,108,1,0
20,1517,45.6,68.5,-582,3,1
27,1785,23.4,61.5,76,2,2
24,1823,38.5,75.6,305,3,2
18,1612,26.7,68.6,2949,2,3
25,1674,24.5,65.7,-236,2,2
12,1343,15.0,48.4,-623,0,0
3,200,31.2,58.4,-1569,1,0
14,1129,32.1,53.5,-450,2,0
27,2397,35.9,61.0,46,2,2
16,1050,17.3,66.6,-2379,1,0
5,541,24.2,74.8,175,1,0
26,2017,17.4,85.0,-616,2,1
29,2036,46.7,72.4,149,4,2
1,394,39.7,68.8,-264,2,0
29,2024,26.7,85.0,2885,3,4
3,1017,35.7,51.9,2133,1,1
26,2158,28.4,51.8,427,2,2
11,746,18.2,45.0,2629,0,2
19,1433,38.1,77.4,1340,3,2
20,1065,27.7,53.0,-638,2,1
11,1194,29.7,73.8,1520,2,2
14,934,35.5,60.1,2014,2,2
23,1854,20.1,63.5,-524,2,1
14,810,29.7,54.6,-201,1,0
25,1656,44.0,64.4,701,3,2
6,776,43.0,82.9,3728,3,3
0,612,20.4,67.1,137,1,0
15,1241,37.5,67.2,-135,2,1
17,1483,19.8,65.2,45,2,1
16,1189,38.1,55.0,-2374,2,1
12,954,40.2,68.7,-2254,2,1
6,860,17.4,60.3,159,1,0
2,515,24.1,47.1,602,0,0
14,1126,31.2,46.5,-1862,2,1
11,1068,31.3,74.6,1872,2,2
14,1421,23.0,59.3,-1035,1,1
19,1699,53.5,57.9,3518,3,4
15,1412,25.5,70.9,868,2,2
25,1889,37.1,67.8,275,3,2
28,1952,22.9,54.8,-490,2,2
1,539,31.2,60.5,-1063,1,0
5,604,50.5,54.2,2568,2,2
25,1900,28.8,62.8,-267,2,2
29,1779,15.0,66.2,1109,2,3
26,1850,40.9,57.5,343,3,2
14,877,41.1,58.0,-656,2,1
28,1909,33.6,68.1,2114,3,3
17,1117,36.7,69.2,-832,2,1
30,1684,42.6,78.8,3070,4,4
28,2260,26.1,75.5,62,3,2
3,429,29.1,64.4,-2141,1,0
1,632,39.4,75.6,245,2,0
18,1324,36.4,68.8,210,3,1
24,1829,55.0,82.7,1584,4,3
26,1769,36.4,57.8,1549,2,3
1,867,39.8,45.6,-1154,1,0
5,524,34.2,61.4,758,2,1
13,1018,26.8,75.6,-1275,2,1
27,2060,20.4,71.0,1518,2,2
27,1837,27.2,69.8,1191,2,2
16,1233,31.0,56.7,87,2,0
16,1366,34.7,73.3,-1633,2,1
17,1170,31.9,63.6,335,2,1
4,615,47.8,67.4,-925,3,0
23,1521,40.6,48.4,-411,2,1
30,2244,23.8,62.6,286,2,2
10,715,40.1,61.2,127,2,0
13,1110,48.5,56.9,-1099,3,1
28,1813,30.0,61.8,311,3,2
21,1956,16.7,66.9,-87,1,1
11,1155,38.8,65.2,1429,2,2
23,1949,26.1,63.4,1911,2,3
12,1077,39.5,59.7,2128,2,2
22,1555,55.0,62.0,251,4,1
1,321,25.0,73.2,-1541,1,0
4,503,15.0,58.5,-38,0,0
27,2265,34.8,58.5,-425,2,2
28,2020,41.0,74.0,262,4,2
20,1626,20.1,66.6,183,2,1
11,1061,52.0,69.9,174,3,1
13,916,36.0,83.1,246,3,1
8,779,46.6,67.3,2488,3,2
22,1488,43.0,55.8,-770,3,1
20,1376,15.3,49.7,1333,1,3
9,1225,37.8,74.5,-1196,2,0
7,968,50.2,75.1,2843,3,2
10,932,36.5,65.5,3103,2,3
22,1462,45.2,48.6,841,2,1
21,1606,37.1,76.9,1922,3,2
18,1615,44.4,61.2,-1187,3,1
25,1687,35.8,55.5,195,2,2
13,1124,27.5,58.8,140,1,1
9,909,36.3,74.6,-2040,2,0
14,884,49.4,71.2,-244,3,1
12,977,30.6,66.2,-2417,2,0
0,263,48.9,73.9,0,0,0
16,1024,37.8,69.1,-1526,2,1
25,2029,24.5,59.4,-468,2,1
29,1818,15.0,54.4,94,2,2
25,1611,39.5,77.9,1019,4,2
25,1410,21.1,59.3,52,2,2
20,1406,23.1,58.1,724,1,1
28,1903,32.4,64.1,63,3,2
29,2013,49.9,78.3,-1442,4,2
5,698,37.0,54.6,-565,1,0
15,1526,27.4,54.7,-1144,1,1
14,1362,42.6,59.7,-1759,2,1
19,1510,31.1,85.0,-774,3,1
23,1800,39.8,51.5,594,3,2
25,1914,28.7,69.0,1751,2,3
11,923,45.3,54.9,-226,2,0
26,1889,32.9,61.5,526,3,2
15,1394,15.0,60.0,-28,1,1
22,1739,21.5,68.2,-445,1,1
9,880,21.2,77.5,251,2,1
20,1728,43.6,57.9,-703,3,1
22,1648,30.2,64.9,-123,2,1
24,1565,52.3,56.1,1468,4,2
7,749,43.3,57.9,-2306,2,0
8,720,21.8,78.7,-2186,1,0
27,1689,21.0,68.4,-339,2,2
9,798,43.9,61.0,103,2,1
13,934,49.0,71.1,3019,3,3
1,200,21.5,71.6,80,1,0
2,665,42.2,85.0,1327,3,1
17,1013,37.1,54.2,0,2,1
8,793,21.5,59.4,593,1,1
29,2004,36.3,78.2,1224,3,3
25,1888,44.1,85.0,2292,4,3
4,611,42.9,69.5,48,2,0
10,841,41.5,46.0,916,2,1
25,1726,33.6,68.7,805,3,2
6,567,53.0,64.8,901,3,1
17,1218,36.3,70.0,-1146,3,1
17,1636,31.9,63.2,-1485,2,1
19,1477,47.3,77.4,-1705,4,1
3,349,31.8,84.7,254,2,0
10,684,39.1,77.6,1184,3,1
17,1479,36.4,62.0,385,2,1
5,867,37.1,67.7,2418,2,2
30,1823,36.5,63.9,-1923,3,2
17,1151,34.4,60.2,2840,2,3
12,883,18.2,58.1,-578,1,1
17,1575,34.4,75.6,-585,3,1
30,2044,17.3,59.8,181,2,2
12,1034,21.0,63.9,596,1,1
9,1036,27.6,59.1,-264,2,0
19,1910,30.0,67.2,457,2,1
12,852,38.8,57.9,-2212,2,0
19,1309,42.6,58.5,-15,2,1
4,402,23.6,63.1,-1359,1,0
14,1206,22.8,71.6,188,2,1
25,1811,52.9,64.9,1678,4,3
19,1776,41.6,54.7,-482,2,1
17,1491,47.8,58.5,-1253,3,1
3,809,32.3,60.8,-1226,1,0
13,1425,33.9,62.5,3361,2,3
